age,name,location,organization,position,orgClass
41.0,吴远翔,深圳市,规划和政策法规处,Blank,司法
41.0,吴远翔,深圳市,市捐助中心,Blank,社会保障
41.0,吴远翔,深圳市,市慈善会,Blank,社会保障
41.0,吴远翔,深圳市,分管领域和分管部门单位,Blank,Else
41.0,吴远翔,深圳市,市慈善事业联合会,Blank,社会保障
41.0,吴远翔,深圳市,市中国慈展会发展中心,Blank,发展和改革委员会
41.0,吴远翔,深圳市,市社会工作者协会,Blank,Else
40.0,周岸标,深圳市,深圳市坪山新区社会管理局,副局长（正处级）,机关
45.0,娄和儒,深圳市,市交通局政工人事处,副处长;纪委副书记,人力资源
45.0,娄和儒,深圳市,安全技术处,处长,科学技术
45.0,娄和儒,深圳市,政工人事处,处长,人力资源
45.0,娄和儒,深圳市,市交通运输委员会人事处,处长,人力资源
49.0,孙福金,深圳市,深圳市机构编制委员会办公室,办公室副主任,党
43.0,尹杰,深圳市,深圳市人居环境委员会污染减排处,调研员,生态环境
43.0,尹杰,深圳市,深圳市人居环境委员会污染减排处,副处长,生态环境
47.0,廖远飞,深圳市,深圳市委办公厅,正处级秘书,党
47.0,廖远飞,深圳市,市工商行政管理局（物价局）宝安分局,局长,机关
47.0,廖远飞,深圳市,市工商行政管理局（物价局）,副局长,机关
47.0,廖远飞,深圳市,市场监管局,副局长,市场监督
47.0,廖远飞,深圳市,市场监管局（知识产权局）,副局长,市场监督
47.0,廖远飞,深圳市,市委办公厅,副主任,党
44.0,张亚立,深圳市,深圳市人居环境委员会污染减排处,副处长,生态环境
46.0,张学凡,深圳市,深圳市福田区建筑工务局,局长,住房
46.0,张学凡,深圳市,福田区住房和建设局,局长,住房
46.0,张学凡,深圳市,深圳市住房和建设局,党组成员,住房
46.0,张学凡,深圳市,市住房保障署,署长,住房
49.0,张涞临,深圳市,坪山新区党工委,职位委员;管理委员会副主任,党
42.0,张礼卫,深圳市,深圳市水务局政工人事处,处长,人力资源
42.0,张礼卫,深圳市,深圳市东江水源工程管理处,主任,水利
42.0,张礼卫,深圳市,深圳市建筑工务署,党组成员;总工程师;副署长;党组书记,住房
49.0,张福通,深圳市,市财政培训中心,主任（副处级）,财政
49.0,张福通,深圳市,市财政局,党组成员;总经济师（副局级）,财政
49.0,张福通,深圳市,市财政局,党组成员;副局长,财政
49.0,张福通,深圳市,市财政委员会,党组成员;副主任,财政
47.0,张素芬,深圳市,深圳市总工会,党组副主席,社会保障
47.0,张素芬,深圳市,机关,党委书记,机关
40.0,张谦,深圳市,深圳市南山区规划土地监察大队,局长,司法
40.0,张谦,深圳市,南山区城市更新局（土地整备局）,局长,Else
40.0,张谦,深圳市,南山区西丽街道,党工委书记,机关
40.0,张谦,深圳市,办事处,主任,Else
40.0,张谦,深圳市,市规划土地监察局,Blank,司法
40.0,张谦,深圳市,分管林业管理处,Blank,林业和草原
40.0,张谦,深圳市,市野生动植物保护管理处,Blank,机关
40.0,张谦,深圳市,龙华管理局,Blank,机关
40.0,张谦,深圳市,市野生动物救护中心,Blank,社会保障
40.0,张谦,深圳市,市公安局森林分局,Blank,公安
45.0,张陆,深圳市,深圳市交通工程质量监督站,站长,交通运输
45.0,张陆,深圳市,深圳市交通运输委员会建设管理处,处长,住房
45.0,张陆,深圳市,龙岗交通运输局,局长,交通运输
45.0,张陆,深圳市,财务审计处,处长,审计
45.0,张陆,深圳市,深圳市交通运输局财务审计处,处长,交通运输
37.0,徐志斌,深圳市,深圳市经贸信息委海洋经济处,处长,财政
46.0,徐忠平,深圳市,市规划国土局地矿处,副处长;局办公室主任,国有资产监督管理
46.0,徐忠平,深圳市,市规划局,总师室主任,国有资产监督管理
46.0,徐忠平,深圳市,市规划国土房产信息中心,主任,住房
46.0,徐忠平,深圳市,市城市规划发展研究中心,主任,发展和改革委员会
46.0,徐忠平,深圳市,市规划国土发展研究中心,主任,发展和改革委员会
47.0,徐鹏,深圳市,深圳市政府法制办法治协调处,处长,机关
49.0,曾岳雄,深圳市,深圳警备区,营级干事,部队
49.0,曾岳雄,深圳市,深圳市盐田区委（区政府）,办公室副主任,党
49.0,曾岳雄,深圳市,盐田区城市管理局,局长,机关
49.0,曾岳雄,深圳市,盐田区沙头角街道,党工委书记;办事处主任;区委委员,机关
49.0,曾岳雄,深圳市,盐田区委,常委;区社会工作委员会主任,党
43.0,朱文芳,深圳市,深圳市住宅租赁管理中心,主任,机关
43.0,朱文芳,深圳市,深圳市住房和建设局督查处,处长,住房
43.0,朱文芳,深圳市,组织人事处,处长,人力资源
43.0,朱文芳,深圳市,机关党委（人事处）,处长,人力资源
43.0,朱迪俭,深圳市,市委党校,副校长（副院长）校委委员;校机关党委书记,党
48.0,李卓,深圳市,深圳市劳动人事争议仲裁院,院长,人力资源
41.0,李喻春,深圳市,伶仃福田国家级自然保护区管理局,副局长,机关
41.0,李喻春,深圳市,原市农业和渔业局海洋管理处,副处长;处长,自然资源
41.0,李喻春,深圳市,市规划国土委（市海洋局）海洋管理处,处长,自然资源
41.0,李喻春,深圳市,市规划国土委（市海洋局）规划和资源管理处,处长,自然资源
41.0,李喻春,深圳市,海洋规划和资源管理处,Blank,自然资源
41.0,李喻春,深圳市,海洋发展处,Blank,发展和改革委员会
41.0,李喻春,深圳市,渔业管理处,Blank,机关
41.0,李喻春,深圳市,市海洋综合执法,Blank,自然资源
41.0,李喻春,深圳市,市港澳流动渔民办,Blank,Else
41.0,李喻春,深圳市,大鹏管理局,Blank,机关
41.0,李喻春,深圳市,市海洋监测预报中心（市海域使用动态监管中心、市海洋信息中心）、市渔业与水产技术推广总站,Blank,科学技术
47.0,李福民,深圳市,市建筑工务署土地投资开发中心,主任,财政
47.0,李福民,深圳市,市光明新区党工委（管委会）,副主任,党
49.0,李郑祥,深圳市,深圳市科技工贸和信息化委员会信息安全处,处长,科学技术
48.0,杜斌,深圳市,市社保局,副局长,社会保障
51.0,杨青,深圳市,市发展和改革局,副调研员;调研员,发展和改革委员会
51.0,杨青,深圳市,市轨道交通建设指挥部,办公室调研员;处长,住房
48.0,林翰章,深圳市,深圳市环境保护局政策法规处,处长,司法
48.0,林翰章,深圳市,深圳市环境保护局,办公室主任,生态环境
48.0,林翰章,深圳市,局机关,党委副书记,机关
48.0,林翰章,深圳市,局机关,纪委书记;党组成员,机关
48.0,林翰章,深圳市,深圳市环境保护局,副局长;党组成员,生态环境
48.0,林翰章,深圳市,深圳市人居环境委员会,党组成员;副主任,生态环境
48.0,林翰章,深圳市,深圳市水务局,巡视员,水利
40.0,梁永生,深圳市,深圳信息职业技术学院,副院长;信息技术研究所;所长,科学技术
40.0,梁永生,深圳市,信息职业技术学院信息技术研究所,所长;软件工程系;主任,科学技术
51.0,梅爱民,深圳市,深圳市人大常委会经济工作委员会,副主任,财政
49.0,沙新华,深圳市,深圳市科技工贸和信息化委员会;高新区发展促进处,处长,发展和改革委员会
48.0,温焕强,深圳市,深圳市财政委员会,副巡视员,财政
47.0,王东,深圳市,市南山区人大常委办公室,副主任,党
47.0,王东,深圳市,市南山区西丽街道,党工委书记;主任,机关
47.0,王东,深圳市,市南山区人大常委会,副主任;党组成员,党
47.0,王东,深圳市,区总工会,主席,社会保障
47.0,王东,深圳市,市南山区政府,副区长;党组成员,机关
47.0,王东,深圳市,区总工会,主席,社会保障
47.0,王东,深圳市,市南山区政府,副区长;党组成员,机关
47.0,王东,深圳市,计划财务处,Blank,Else
47.0,王东,深圳市,市政交通处（市地下管线管理办公室）,Blank,交通运输
47.0,王东,深圳市,生态修复和地质环境处（市地面坍塌防治领导小组办公室）,Blank,生态环境
47.0,王东,深圳市,南山管理局,Blank,机关
47.0,王东,深圳市,宝安管理局,Blank,机关
47.0,王东,深圳市,市梧桐山风景管理处,Blank,机关
47.0,王东,深圳市,深圳大鹏半岛国家地质公园管理处,Blank,机关
47.0,王东,深圳市,广东内伶仃福田国家自然保护区管理局,Blank,机关
48.0,王伟雄,深圳市,深圳市坪山新区,党工委委员,Else
48.0,王伟雄,深圳市,综合办公室,主任,Else
48.0,王伟雄,深圳市,深圳市坪山新区经济服务,局长,财政
46.0,王幼鹏,深圳市,市规划与国土资源局南山分局,局长,国有资产监督管理
46.0,王幼鹏,深圳市,市规划局滨海分局,局长,国有资产监督管理
46.0,王幼鹏,深圳市,市规划局,副局长;党组成员,国有资产监督管理
46.0,王幼鹏,深圳市,市规划和国土资源委员会,副主任;党组成员,国有资产监督管理
46.0,王幼鹏,深圳市,中共深圳市龙岗区,区委常委;副区长;常务副区长,党
46.0,王幼鹏,深圳市,市人民政府,副秘书长（正局级）,民政
48.0,王爱朝,深圳市,深圳市土地投资开发中心,总工程师,财政
48.0,王爱朝,深圳市,市建筑工务署土地开发中心,总工程师,住房
48.0,王爱朝,深圳市,光明新区建筑工务和土地开发中心,主任,住房
48.0,王爱朝,深圳市,光明新区土地整备中心,主任,Else
48.0,王爱朝,深圳市,前海管理局规划建设处,处长,住房
41.0,王策飞,深圳市,罗湖区重建局,局长,Else
41.0,王策飞,深圳市,罗湖区城市更新局,局长,Else
41.0,王策飞,深圳市,市城市更新局,局长,Else
41.0,王策飞,深圳市,自然资源调查监测和确权登记处,Blank,自然资源
41.0,王策飞,深圳市,自然资源所有者权益处,Blank,自然资源
41.0,王策飞,深圳市,自然资源开发利用处,Blank,自然资源
41.0,王策飞,深圳市,国土空间用途管制和耕地保护处,Blank,国有资产监督管理
41.0,王策飞,深圳市,罗湖管理局,Blank,机关
41.0,王策飞,深圳市,市土地房产交易中心（市矿业权交易中心）,Blank,住房
41.0,王策飞,深圳市,市房地产评估中心（市地质环境监测中心）,Blank,生态环境
41.0,皮勇华,深圳市,龙岗区布吉镇,党委委员,Else
41.0,皮勇华,深圳市,布吉街道,党工委委员,机关
41.0,皮勇华,深圳市,坂田街道,党工委组织宣传委员,机关
41.0,皮勇华,深圳市,宣传部,部长,Else
41.0,皮勇华,深圳市,组织部,部长,人力资源
41.0,皮勇华,深圳市,总工会,主席,社会保障
41.0,皮勇华,深圳市,龙岗区总工会,常务副主席,社会保障
41.0,皮勇华,深圳市,龙岗区人力资源局,局长,人力资源
41.0,皮勇华,深圳市,直属机关,党委书记,机关
41.0,皮勇华,深圳市,龙岗区委组织部,副部长,人力资源
41.0,皮勇华,深圳市,龙岗区坂田街道,党工委书记,机关
41.0,皮勇华,深圳市,养老服务和儿童福利处,Blank,社会保障
41.0,皮勇华,深圳市,机关党委（人事处）,Blank,人力资源
41.0,皮勇华,深圳市,市养老护理院,Blank,Else
41.0,皮勇华,深圳市,分管领域和分管部门单位,Blank,Else
41.0,皮勇华,深圳市,老龄服务事业产业联合会,Blank,Else
41.0,皮勇华,深圳市,市老龄事业发展基金会,Blank,发展和改革委员会
41.0,皮勇华,深圳市,市社会福利协会,Blank,社会保障
41.0,皮勇华,深圳市,市社会福利基金会,Blank,社会保障
42.0,聂新平,深圳市,人民政府办公厅,副主任;党组成员,民政
48.0,肖民,深圳市,铁道部第三勘察设计院,副总工程师,Else
48.0,肖民,深圳市,深圳市地铁集团有限公司,总工程师;董事;总经理;党委副书记,Else
48.0,胡晓清,深圳市,中共深圳市龙华新区工作委员会,委员,党
48.0,胡晓清,深圳市,深圳市龙华新区管理委员会,副主任,党
48.0,胡晓清,深圳市,深圳市科技工贸和信息化委员会秘书处,处长;机关党委副书记;纪委书记,科学技术
46.0,艾传荣,深圳市,重大项目办公室（设在市发改委）,副主任,发展和改革委员会
46.0,艾传荣,深圳市,发展和改革委员会发展规划处,处长,发展和改革委员会
46.0,艾传荣,深圳市,发展和改革委员会城市发展处,处长,发展和改革委员会
49.0,苏剑,深圳市,市公路局政工人事处,处长,人力资源
49.0,苏剑,深圳市,深圳市交通运输委员会光明交通局,局长,交通运输
49.0,苏剑,深圳市,西部交通局,局长,交通运输
49.0,苏剑,深圳市,深圳市交通运输委员会政工人事处,处长,人力资源
49.0,苏剑,深圳市,深圳市交通运输局机关,党委（人事处）处长,交通运输
41.0,蒋小文,深圳市,深圳市中级人民法院,党组成员,司法
41.0,蒋小文,深圳市,政治部,副处长,党
41.0,蒋小文,深圳市,Blank,主任,Else
47.0,蒋溪林,深圳市,深圳市中级人民法院,党组成员,司法
47.0,蒋溪林,深圳市,政治部,副处长,党
47.0,蒋溪林,深圳市,Blank,处长,Else
47.0,蒋溪林,深圳市,Blank,处长,Else
47.0,蒋溪林,深圳市,Blank,主任,Else
45.0,薛峰,深圳市,市规划与国土资源局规划处,处长,国有资产监督管理
45.0,薛峰,深圳市,市规划局规划处,处长,国有资产监督管理
45.0,薛峰,深圳市,总师室,主任,Else
45.0,薛峰,深圳市,市规划局,副局长,国有资产监督管理
45.0,薛峰,深圳市,市规划和国土资源委员会,副主任,国有资产监督管理
43.0,裘颖颖,深圳市,深圳市住房和建设局住房保障处,处长,住房
43.0,裘颖颖,深圳市,规划与建设处,处长,住房
43.0,裘颖颖,深圳市,市住房保障署,副署长,住房
47.0,詹有力,深圳市,原市规划国土局市中外房地产导报社,副社长,住房
47.0,詹有力,深圳市,原市房地产估价中心,副主任,住房
47.0,詹有力,深圳市,市土地储备中心,副主任,粮食物资储备
47.0,詹有力,深圳市,原市国土资源和房产管理局办公室,副调研员,住房
47.0,詹有力,深圳市,市规划和国土资源委员会（市海洋局）秘书处,副调研员;调研员,自然资源
47.0,詹有力,深圳市,市规划和国土资源委员会（市海洋局）,处长,自然资源
47.0,詹有力,深圳市,政策法规处（审批综合处）,Blank,司法
47.0,詹有力,深圳市,空间信息管理处（市多规合一工作办公室）,Blank,机关
47.0,詹有力,深圳市,福田管理局,Blank,机关
47.0,詹有力,深圳市,市规划国土房产信息中心（市空间地理信息中心）,Blank,住房
47.0,詹有力,深圳市,市不动产登记中心,Blank,Else
47.0,詹有力,深圳市,市数字城市工程研究中心秘书,Blank,Else
51.0,许露露,深圳市,深圳市人居环境委员会,党组成员,生态环境
51.0,许露露,深圳市,机关,党委专职书记,机关
51.0,许露露,深圳市,深圳市人居环境委员会人事处,处长,人力资源
42.0,谷云宏,深圳市,市委组织部干部一处,处长,人力资源
42.0,谷云宏,深圳市,市委组织部干部一处（干部培训处）,处长,人力资源
43.0,贾丽巍,深圳市,深圳市交通局规划建设处,副处长,住房
43.0,贾丽巍,深圳市,河源市和平县政府,副县长,机关
43.0,贾丽巍,深圳市,和平县,委常委;县委办主任,Else
43.0,贾丽巍,深圳市,河源市委组织部,副部长;非公有制经济组织和社会组织党工委书记,人力资源
43.0,贾丽巍,深圳市,河源市委组织部,空港处调研员;处长,人力资源
43.0,贾丽巍,深圳市,深圳市交通运输委员会空港处,局长,交通运输
43.0,贾丽巍,深圳市,光明交通运输局,Blank,交通运输
48.0,贾兴东,深圳市,深圳市科技工贸和信息化委员会,副主任;党组成员,科学技术
43.0,贾长胜,深圳市,深圳市龙岗区经济促进局,局长,财政
43.0,贾长胜,深圳市,深圳市科技工贸和信息化委员会政策法规处,处长,科学技术
39.0,邓晓俊,深圳市,深圳市人力资源和社会保障局政策法规处）,副处长,司法
50.0,邱宣,深圳市,深圳市科技工贸和信息化委员会,副主任、党组成员,科学技术
50.0,邱宣,吉林省,吉林大学东北亚研究院人口资源与环境经济学专业,博士研究生,财政
50.0,郑小霞,深圳市,市民政局办公室,助理调研员,民政
50.0,郑小霞,深圳市,财务审计处,副处长,审计
50.0,郑小霞,深圳市,政工人事处,处长,人力资源
50.0,郑小霞,深圳市,社会福利和社会事务处,处长,社会保障
50.0,郑小霞,深圳市,市社会福利中心,Blank,社会保障
50.0,郑小霞,深圳市,分管领域和分管部门单位,Blank,Else
48.0,郑晓生汉,深圳市,深圳市建筑工程质量安全监督总站,站长,住房
48.0,郑晓生汉,深圳市,深圳市住房和建设局工程招标投标监管处,处长,住房
48.0,郑晓生汉,深圳市,工程质量安全处,处长,Else
48.0,郑晓生汉,深圳市,深圳市住房和建设局,副局长;党组成员,住房
47.0,郭建,深圳市,深圳市委组织部老干处,副处长,人力资源
47.0,郭建,深圳市,组织处,处长,Else
47.0,郭建,深圳市,组织一处,主任,Else
47.0,郭建,深圳市,组织二处,调研员,Else
47.0,郭建,深圳市,机关,调研员,机关
47.0,郭建,深圳市,Blank,党委副书记,Else
47.0,郭建,深圳市,分管领域和分管部门单位,Blank,Else
33.0,郭跃华,深圳市,政府办公厅综合处,副处长,机关
33.0,郭跃华,深圳市,政府办公厅综合处,主任科员,机关
49.0,钟伟民,深圳市,深圳市水务局供水管理处,处长,水利
49.0,钟伟民,深圳市,深圳市水务局,局长助理,水利
49.0,钟伟民,深圳市,深圳市水务局水资源处,处长,水利
49.0,钟伟民,深圳市,深圳市东江水源工程管理处,主任,水利
49.0,钟伟民,深圳市,深圳市排水管理处,处长,机关
49.0,钟伟民,深圳市,深圳市水务局水污染治理处,处长,生态环境
49.0,钟伟民,深圳市,深圳市水务局,办公室主任,水利
49.0,钟伟民,深圳市,深圳市三防办,主任,消防
48.0,钟晓鸿,深圳市,深圳市环保局生态市建设办公室,主任,生态环境
48.0,钟晓鸿,深圳市,深圳市环保局规划处,处长,生态环境
48.0,钟晓鸿,深圳市,深圳市人居环境委员会秘书处,处长,生态环境
36.0,钟海,深圳市,深圳市大铲湾港口投资发展有限公司,办公室主任,发展和改革委员会
36.0,钟海,深圳市,深圳市盐田港集团有限公司,董事会秘书处;副主任,Else
36.0,钟海,深圳市,深圳能源集团股份有限公司办公室,业务主办,能源
36.0,钟海,深圳市,信息技术中心,信息技术中心规划与架构经理;应用管理高级经理,科学技术
39.0,陈强,深圳市,市政府办公厅城建处;第二秘书处,副处长,机关
39.0,陈强,深圳市,市轨道交通建设指挥部,办公室处长,住房
41.0,陈文清,深圳市,深圳市委办公厅副处级,秘书,党
41.0,陈文清,深圳市,深圳市福田区人民法院,党组成员,司法
41.0,陈文清,深圳市,审判委员会,委员;副院长;正处级审判员,党
41.0,陈文清,深圳市,深圳市福田区莲花街道,办事处主任,机关
41.0,陈文清,深圳市,华富街道,党工委书记,机关
41.0,陈文清,深圳市,社会救助和社会事务处,Blank,社会保障
41.0,陈文清,深圳市,基层政权建设和区划处,Blank,住房
41.0,陈文清,深圳市,执法监督处,Blank,市场监督
41.0,陈文清,深圳市,市救助管理站,Blank,社会保障
41.0,陈文清,深圳市,市殡葬管理所,Blank,机关
41.0,陈文清,深圳市,分管领域和分管部门单位,Blank,Else
40.0,陈秋明,深圳市,职业技术学院,副院长;党委委员;纪委书记,科学技术
48.0,陈郑兴,深圳市,深圳市财政委员会,成员;党组副主任,财政
42.0,顾楠洲,深圳市,中共南山区委政法委办公室,办公室主任,司法
42.0,顾楠洲,深圳市,中共深圳市委办公厅,副处级秘书;正处级秘书,党
42.0,顾楠洲,深圳市,市交通局法制处,处长,交通运输
42.0,顾楠洲,深圳市,市交通运输委员会综合法规处,处长,司法
42.0,顾楠洲,深圳市,市交通运输委员会秘书处,处长,交通运输
37.0,高东春,深圳市,深圳市第一劳动教养管理所政治处,主任（副处级),党
46.0,高尔剑,深圳市,深圳市建设局科技教育处,处长,教育
46.0,高尔剑,深圳市,建筑节能与墙材改革管理处,处长,发展和改革委员会
46.0,高尔剑,深圳市,深圳市住房和建设局住房保障处,处长,住房
46.0,高尔剑,深圳市,政策法规处,处长,司法
46.0,高尔剑,深圳市,勘察设计与建筑业发展处处,处长,发展和改革委员会
47.0,高泉,深圳市,深圳市建设工程质量检测中心,主任,住房
47.0,高泉,深圳市,深圳市建设工程质量监督总站,站长,住房
47.0,高泉,深圳市,深圳市住房和建设局勘察设计与建筑业管理处,处长,住房
47.0,高泉,深圳市,深圳市第八批援疆工作队,副领队,Else
47.0,高泉,深圳市,深圳市对口支援新疆工作前方指挥部,专职副总指挥;党委委员,Else
47.0,高泉,深圳市,喀什经济开发区党工委,党工委委员;管委会副主任,财政
47.0,高瞻,深圳市,深圳市生产力促进中心,副主任,Else
47.0,高瞻,深圳市,深圳市工业展览馆,副馆长,工业和信息化
47.0,高瞻,深圳市,深圳市公平贸易促进署,署长,Else
47.0,黄臻,深圳市,中共深圳市宝安区委员会办公室（区政府办公室）,副主任,党
